,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url
17370,대독장,한식,한식/백반/한정식,한식 음식점업,명동,37.56713039,126.9803492,대독장 한식 한식 백반 한정식 한식 음식점업,명동%20대독장,https://m.place.naver.com/restaurant/1853816448
17432,동원참치브이아이피,일식/수산물,참치전문점,일식 음식점업,명동,37.56743404,126.9842164,동원참치브이아이피 일식 수산물 참치전문점 일식 음식점업,명동%20동원참치브이아이피,https://m.place.naver.com/restaurant/1983489959
17742,뚱뚱이족발,한식,족발/보쌈전문,한식 음식점업,명동,37.55980664,126.98578,뚱뚱이족발 한식 족발 보쌈전문 한식 음식점업,명동%20뚱뚱이족발,https://m.place.naver.com/restaurant/11711082
17743,카페IMT,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56683973,126.988458,카페IMT 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20카페IMT,https://m.place.naver.com/restaurant/37220584
18099,코인,양식,정통양식/경양식,서양식 음식점업,명동,37.56505479,126.9841581,코인 양식 정통양식 경양식 서양식 음식점업,명동%20코인,https://m.place.naver.com/restaurant/31575946
18611,베르자뎅,부페,종합부페,,명동,37.56437547,126.9858426,베르자뎅 부페 종합부페 ,명동%20베르자뎅,https://m.place.naver.com/restaurant/21037859
18670,하나은행,한식,한식/백반/한정식,한식 음식점업,명동,37.56514308,126.9849946,하나은행 한식 한식 백반 한정식 한식 음식점업,명동%20하나은행,https://m.place.naver.com/restaurant/12110999
18806,배스킨라빈스31,패스트푸드,아이스크림판매,제과점업,명동,37.56881486,126.9782094,배스킨라빈스31 패스트푸드 아이스크림판매 제과점업,명동%20배스킨라빈스31,https://m.place.naver.com/restaurant/30824668
19141,상우,한식,한식/백반/한정식,한식 음식점업,명동,37.56660558,126.9884725,상우 한식 한식 백반 한정식 한식 음식점업,명동%20상우,https://m.place.naver.com/restaurant/1815441175
19228,KEB하나은행,기타음식업,구내식당/자급식음식점,기관구내식당업,명동,37.56514308,126.9849946,KEB하나은행 기타음식업 구내식당 자급식음식점 기관구내식당업,명동%20KEB하나은행,https://m.place.naver.com/restaurant/12110999
19354,포엠,양식,정통양식/경양식,서양식 음식점업,명동,37.56311397,126.983743,포엠 양식 정통양식 경양식 서양식 음식점업,명동%20포엠,https://m.place.naver.com/restaurant/19923805
19439,골목집,한식,한식/백반/한정식,한식 음식점업,명동,37.56422285,126.9848599,골목집 한식 한식 백반 한정식 한식 음식점업,명동%20골목집,https://m.place.naver.com/restaurant/19872958
19460,동원브이아이피참치,일식/수산물,참치전문점,일식 음식점업,명동,37.5679764,126.9781529,동원브이아이피참치 일식 수산물 참치전문점 일식 음식점업,명동%20동원브이아이피참치,https://m.place.naver.com/restaurant/1983489959
19494,파리바게뜨,제과제빵떡케익,제과점,제과점업,명동,37.56647828,126.9810033,파리바게뜨 제과제빵떡케익 제과점 제과점업,명동%20파리바게뜨,https://m.place.naver.com/restaurant/1999413846
19565,원주추어탕,한식,추어탕전문,한식 음식점업,명동,37.56744671,126.9783752,원주추어탕 한식 추어탕전문 한식 음식점업,명동%20원주추어탕,https://m.place.naver.com/restaurant/36905488
19597,순남시래기,한식,한식/백반/한정식,한식 음식점업,명동,37.56188987,126.9838955,순남시래기 한식 한식 백반 한정식 한식 음식점업,명동%20순남시래기,https://m.place.naver.com/restaurant/36831343
19631,바구트,한식,한식/백반/한정식,한식 음식점업,명동,37.56481173,126.9841841,바구트 한식 한식 백반 한정식 한식 음식점업,명동%20바구트,https://m.place.naver.com/restaurant/1054652765
19860,HotelDouce오뗄두스,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,명동,37.56840963,126.9782375,HotelDouce오뗄두스 유흥주점 빠 카페 스탠드빠 일반유흥 주점업,명동%20HotelDouce오뗄두스,https://m.place.naver.com/restaurant/31564561
20183,라화쿵부,양식,정통양식/경양식,서양식 음식점업,명동,37.56225515,126.9855091,라화쿵부 양식 정통양식 경양식 서양식 음식점업,명동%20라화쿵부,https://m.place.naver.com/restaurant/629293540
20269,웰빙마을정육식당명동,한식,갈비/삼겹살,한식 음식점업,명동,37.56481173,126.9841841,웰빙마을정육식당명동 한식 갈비 삼겹살 한식 음식점업,명동%20웰빙마을정육식당명동,https://m.place.naver.com/restaurant/11604425
20510,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56741517,126.9778549,스타벅스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스타벅스,https://m.place.naver.com/restaurant/1465848077
20539,페나비,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55858341,126.9860343,페나비 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20페나비,https://m.place.naver.com/restaurant/206417241
20687,본죽,별식/퓨전요리,죽전문점,한식 음식점업,명동,37.56487708,126.9834021,본죽 별식 퓨전요리 죽전문점 한식 음식점업,명동%20본죽,https://m.place.naver.com/restaurant/11727079
21243,1982,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56610742,126.983974,1982 분식 라면김밥분식 분식 및 김밥 전문점,명동%201982,https://m.place.naver.com/restaurant/35386846
21245,남산짬뽕,중식,중국음식/중국집,중식 음식점업,명동,37.55729458,126.9859952,남산짬뽕 중식 중국음식 중국집 중식 음식점업,명동%20남산짬뽕,https://m.place.naver.com/restaurant/13311601
21646,동해,일식/수산물,음식점-일식,일식 음식점업,명동,37.56733037,126.9795088,동해 일식 수산물 음식점-일식 일식 음식점업,명동%20동해,https://m.place.naver.com/restaurant/18687708
21692,곰국시집,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56305776,126.9855888,곰국시집 분식 라면김밥분식 분식 및 김밥 전문점,명동%20곰국시집,https://m.place.naver.com/restaurant/11707094
21831,발모아왕족발보쌈,한식,족발/보쌈전문,한식 음식점업,명동,37.559492,126.9858635,발모아왕족발보쌈 한식 족발 보쌈전문 한식 음식점업,명동%20발모아왕족발보쌈,https://m.place.naver.com/restaurant/18040720
21846,OB타임,유흥주점,호프/맥주,기타 주점업,명동,37.56015412,126.9853226,OB타임 유흥주점 호프 맥주 기타 주점업,명동%20OB타임,https://m.place.naver.com/restaurant/32241299
22055,맘스터치,한식,한식/백반/한정식,한식 음식점업,명동,37.5670407,126.9793542,맘스터치 한식 한식 백반 한정식 한식 음식점업,명동%20맘스터치,https://m.place.naver.com/restaurant/1782972866
22455,림왕돈까스,양식,돈가스전문점,서양식 음식점업,명동,37.55672764,126.9850295,림왕돈까스 양식 돈가스전문점 서양식 음식점업,명동%20림왕돈까스,https://m.place.naver.com/restaurant/20397696
22541,매드포갈릭,양식,패밀리레스토랑,서양식 음식점업,명동,37.56694744,126.9842117,매드포갈릭 양식 패밀리레스토랑 서양식 음식점업,명동%20매드포갈릭,https://m.place.naver.com/restaurant/1935876652
22651,금산제면소,한식,한식/백반/한정식,한식 음식점업,명동,37.55861752,126.9837136,금산제면소 한식 한식 백반 한정식 한식 음식점업,명동%20금산제면소,https://m.place.naver.com/restaurant/278745744
22679,을지삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.56643034,126.9890521,을지삼계탕 닭 오리요리 삼계탕전문 한식 음식점업,명동%20을지삼계탕,https://m.place.naver.com/restaurant/37889679
23172,조개와,일식/수산물,조개구이전문,한식 음식점업,명동,37.56455966,126.9842101,조개와 일식 수산물 조개구이전문 한식 음식점업,명동%20조개와,https://m.place.naver.com/restaurant/37677485
23217,아리스타커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56266471,126.9901896,아리스타커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20아리스타커피,https://m.place.naver.com/restaurant/21064635
23533,최고집숯불닭갈비,닭/오리요리,닭갈비전문,한식 음식점업,명동,37.56290982,126.9851494,최고집숯불닭갈비 닭 오리요리 닭갈비전문 한식 음식점업,명동%20최고집숯불닭갈비,https://m.place.naver.com/restaurant/1337313023
23844,남산토리,한식,한식/백반/한정식,한식 음식점업,명동,37.55930163,126.9857303,남산토리 한식 한식 백반 한정식 한식 음식점업,명동%20남산토리,https://m.place.naver.com/restaurant/1364734844
23863,제임스치즈등갈비,한식,갈비/삼겹살,한식 음식점업,명동,37.5633449,126.9854491,제임스치즈등갈비 한식 갈비 삼겹살 한식 음식점업,명동%20제임스치즈등갈비,https://m.place.naver.com/restaurant/35657547
23924,부산오뎅,유흥주점,소주방/포장마차,기타 주점업,명동,37.56199326,126.9885914,부산오뎅 유흥주점 소주방 포장마차 기타 주점업,명동%20부산오뎅,https://m.place.naver.com/restaurant/19873272
24455,모리닐로,양식,정통양식/경양식,서양식 음식점업,명동,37.56694744,126.9842117,모리닐로 양식 정통양식 경양식 서양식 음식점업,명동%20모리닐로,https://m.place.naver.com/restaurant/1200876684
24931,센터커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56471795,126.986902,센터커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20센터커피,https://m.place.naver.com/restaurant/37749845
24988,보나비아티제,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56647828,126.9810033,보나비아티제 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20보나비아티제,https://m.place.naver.com/restaurant/19748343
25536,파리바게뜨,제과제빵떡케익,제과점,제과점업,명동,37.56398735,126.9847159,파리바게뜨 제과제빵떡케익 제과점 제과점업,명동%20파리바게뜨,https://m.place.naver.com/restaurant/1999413846
25826,을지로골뱅이,일식/수산물,수산물전문음식점-종합,한식 음식점업,명동,37.5656927,126.9839457,을지로골뱅이 일식 수산물 수산물전문음식점-종합 한식 음식점업,명동%20을지로골뱅이,https://m.place.naver.com/restaurant/13475829
25973,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56697542,126.9822303,스타벅스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스타벅스,https://m.place.naver.com/restaurant/1465848077
26023,찜.안동찜닭,한식,한식/백반/한정식,한식 음식점업,명동,37.56366807,126.9853089,찜.안동찜닭 한식 한식 백반 한정식 한식 음식점업,명동%20찜.안동찜닭,https://m.place.naver.com/restaurant/37411517
26127,바오차이,중식,중국음식/중국집,중식 음식점업,명동,37.56603943,126.9823563,바오차이 중식 중국음식 중국집 중식 음식점업,명동%20바오차이,https://m.place.naver.com/restaurant/34744446
26325,김밥천국,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56054314,126.9844571,김밥천국 분식 라면김밥분식 분식 및 김밥 전문점,명동%20김밥천국,https://m.place.naver.com/restaurant/1322495660
26493,챠이797,중식,중국음식/중국집,중식 음식점업,명동,37.56738787,126.9851339,챠이797 중식 중국음식 중국집 중식 음식점업,명동%20챠이797,https://m.place.naver.com/restaurant/19819954
26619,명동영양센터,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.56109913,126.9831026,명동영양센터 닭 오리요리 삼계탕전문 한식 음식점업,명동%20명동영양센터,https://m.place.naver.com/restaurant/13435946
26997,스시한판,일식/수산물,음식점-초밥전문,일식 음식점업,명동,37.56300254,126.9854537,스시한판 일식 수산물 음식점-초밥전문 일식 음식점업,명동%20스시한판,https://m.place.naver.com/restaurant/197985931
27158,보물섬,유흥주점,룸살롱/단란주점,일반유흥 주점업,명동,37.56809587,126.9794644,보물섬 유흥주점 룸살롱 단란주점 일반유흥 주점업,명동%20보물섬,https://m.place.naver.com/restaurant/11687856
27645,무교김밥,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56809587,126.9794644,무교김밥 분식 라면김밥분식 분식 및 김밥 전문점,명동%20무교김밥,https://m.place.naver.com/restaurant/289580987
27799,신라원삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.56648865,126.9884967,신라원삼계탕 닭 오리요리 삼계탕전문 한식 음식점업,명동%20신라원삼계탕,https://m.place.naver.com/restaurant/11865428
27827,내가찜한닭,닭/오리요리,찜닭전문점,한식 음식점업,명동,37.56316784,126.9837197,내가찜한닭 닭 오리요리 찜닭전문점 한식 음식점업,명동%20내가찜한닭,https://m.place.naver.com/restaurant/37803897
27833,투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5688163,126.9762963,투썸플레이스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20투썸플레이스,https://m.place.naver.com/restaurant/36948845
27921,명동커피하우스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5633449,126.9854491,명동커피하우스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20명동커피하우스,https://m.place.naver.com/restaurant/1270746418
27972,라온,한식,기타고기요리,한식 음식점업,명동,37.56168237,126.987011,라온 한식 기타고기요리 한식 음식점업,명동%20라온,https://m.place.naver.com/restaurant/1377449381
28438,요기,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56900236,126.9759315,요기 분식 라면김밥분식 분식 및 김밥 전문점,명동%20요기,https://m.place.naver.com/restaurant/1329581446
28743,난다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56191976,126.985276,난다 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20난다,https://m.place.naver.com/restaurant/20378898
29209,다미돈까스,양식,돈가스전문점,서양식 음식점업,명동,37.56063738,126.9870365,다미돈까스 양식 돈가스전문점 서양식 음식점업,명동%20다미돈까스,https://m.place.naver.com/restaurant/419944454
29666,오징어풍경,한식,한식/백반/한정식,한식 음식점업,명동,37.56809782,126.9796907,오징어풍경 한식 한식 백반 한정식 한식 음식점업,명동%20오징어풍경,https://m.place.naver.com/restaurant/37838271
29901,마포만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,명동,37.56680753,126.9794819,마포만두 분식 국수 만두 칼국수 분식 및 김밥 전문점,명동%20마포만두,https://m.place.naver.com/restaurant/31894752
30044,스타벅스명동입구점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56322733,126.9822587,스타벅스명동입구점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스타벅스명동입구점,https://m.place.naver.com/restaurant/31317961
30249,멧돌로만,한식,두부요리전문,한식 음식점업,명동,37.56766909,126.9801267,멧돌로만 한식 두부요리전문 한식 음식점업,명동%20멧돌로만,https://m.place.naver.com/restaurant/1774354080
30553,할리스커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56475095,126.9834038,할리스커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20할리스커피,https://m.place.naver.com/restaurant/33811405
30607,더식당,한식,한식/백반/한정식,한식 음식점업,명동,37.56614114,126.9868487,더식당 한식 한식 백반 한정식 한식 음식점업,명동%20더식당,https://m.place.naver.com/restaurant/37036817
30703,목멱산방,한식,한식/백반/한정식,한식 음식점업,명동,37.55810399,126.986867,목멱산방 한식 한식 백반 한정식 한식 음식점업,명동%20목멱산방,https://m.place.naver.com/restaurant/13573290
31168,천궁전마라탕,중식,중국음식/중국집,중식 음식점업,명동,37.56737857,126.9830059,천궁전마라탕 중식 중국음식 중국집 중식 음식점업,명동%20천궁전마라탕,https://m.place.naver.com/restaurant/1368390925
31568,윤식당,한식,한식/백반/한정식,한식 음식점업,명동,37.56171551,126.9877236,윤식당 한식 한식 백반 한정식 한식 음식점업,명동%20윤식당,https://m.place.naver.com/restaurant/1600478402
31601,아그라,일식/수산물,음식점-일식,일식 음식점업,명동,37.56762308,126.9789728,아그라 일식 수산물 음식점-일식 일식 음식점업,명동%20아그라,https://m.place.naver.com/restaurant/19891208
32138,반티엔야오카오위,중식,중국음식/중국집,중식 음식점업,명동,37.5643412,126.9839527,반티엔야오카오위 중식 중국음식 중국집 중식 음식점업,명동%20반티엔야오카오위,https://m.place.naver.com/restaurant/1206900466
32225,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56074044,126.9864465,스타벅스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스타벅스,https://m.place.naver.com/restaurant/1465848077
32265,바오차이,중식,중국음식/중국집,중식 음식점업,명동,37.56563848,126.9881233,바오차이 중식 중국음식 중국집 중식 음식점업,명동%20바오차이,https://m.place.naver.com/restaurant/34744446
32600,연타발,한식,한식/백반/한정식,한식 음식점업,명동,37.56712802,126.9811189,연타발 한식 한식 백반 한정식 한식 음식점업,명동%20연타발,https://m.place.naver.com/restaurant/1585002061
32775,마포설렁탕,한식,설렁탕집,한식 음식점업,명동,37.55984347,126.9837761,마포설렁탕 한식 설렁탕집 한식 음식점업,명동%20마포설렁탕,https://m.place.naver.com/restaurant/20854094
32813,타이가든,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,명동,37.56340378,126.9828675,타이가든 별식 퓨전요리 동남아음식전문점 기타 외국식 음식점업,명동%20타이가든,https://m.place.naver.com/restaurant/35916466
32996,지구당,일식/수산물,음식점-일식,일식 음식점업,명동,37.56738787,126.9851339,지구당 일식 수산물 음식점-일식 일식 음식점업,명동%20지구당,https://m.place.naver.com/restaurant/1829342293
33033,무교삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.56766909,126.9801267,무교삼계탕 닭 오리요리 삼계탕전문 한식 음식점업,명동%20무교삼계탕,https://m.place.naver.com/restaurant/1022092500
33149,샵디씨씨,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55830616,126.9862757,샵디씨씨 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20샵디씨씨,https://m.place.naver.com/restaurant/1418720959
33546,남산커피집,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55776938,126.9867244,남산커피집 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20남산커피집,https://m.place.naver.com/restaurant/18694343
33666,명동포차,유흥주점,소주방/포장마차,기타 주점업,명동,37.56471871,126.9838457,명동포차 유흥주점 소주방 포장마차 기타 주점업,명동%20명동포차,https://m.place.naver.com/restaurant/1387838784
33693,백미당,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56712802,126.9811189,백미당 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20백미당,https://m.place.naver.com/restaurant/1652689768
33731,투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56849471,126.9807834,투썸플레이스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20투썸플레이스,https://m.place.naver.com/restaurant/36948845
33732,샤갈,양식,정통양식/경양식,서양식 음식점업,명동,37.56841029,126.9762339,샤갈 양식 정통양식 경양식 서양식 음식점업,명동%20샤갈,https://m.place.naver.com/restaurant/1633086289
33779,무교동유정낙지,한식,한식/백반/한정식,한식 음식점업,명동,37.56762461,126.9760296,무교동유정낙지 한식 한식 백반 한정식 한식 음식점업,명동%20무교동유정낙지,https://m.place.naver.com/restaurant/1140930000
34533,고베샤브센터원,일식/수산물,음식점-일식,일식 음식점업,명동,37.56738787,126.9851339,고베샤브센터원 일식 수산물 음식점-일식 일식 음식점업,명동%20고베샤브센터원,https://m.place.naver.com/restaurant/1326878687
34637,유천냉면,한식,냉면집,한식 음식점업,명동,37.56451661,126.9833957,유천냉면 한식 냉면집 한식 음식점업,명동%20유천냉면,https://m.place.naver.com/restaurant/1102404002
34737,Welcome,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55820406,126.9838324,Welcome 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20Welcome,https://m.place.naver.com/restaurant/34937404
34762,카페,한식,한식/백반/한정식,한식 음식점업,명동,37.56139358,126.9869583,카페 한식 한식 백반 한정식 한식 음식점업,명동%20카페,https://m.place.naver.com/restaurant/1194974888
34846,AnnaFlair,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56216531,126.9844916,AnnaFlair 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20AnnaFlair,https://m.place.naver.com/restaurant/1585059151
35041,미정갈비,한식,갈비/삼겹살,한식 음식점업,명동,37.56682821,126.9892166,미정갈비 한식 갈비 삼겹살 한식 음식점업,명동%20미정갈비,https://m.place.naver.com/restaurant/18010360
35435,채움,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.55943667,126.9857171,채움 분식 라면김밥분식 분식 및 김밥 전문점,명동%20채움,https://m.place.naver.com/restaurant/1397917363
35732,밥엔초밥구이,일식/수산물,음식점-초밥전문,일식 음식점업,명동,37.56563848,126.9881233,밥엔초밥구이 일식 수산물 음식점-초밥전문 일식 음식점업,명동%20밥엔초밥구이,https://m.place.naver.com/restaurant/1328798364
37030,수가,한식,한식/백반/한정식,한식 음식점업,명동,37.56169526,126.9874636,수가 한식 한식 백반 한정식 한식 음식점업,명동%20수가,https://m.place.naver.com/restaurant/31841033
37066,이화수전통육개장,한식,한식/백반/한정식,한식 음식점업,명동,37.56766909,126.9801267,이화수전통육개장 한식 한식 백반 한정식 한식 음식점업,명동%20이화수전통육개장,https://m.place.naver.com/restaurant/37171403
37291,커피빈,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56779685,126.9844944,커피빈 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20커피빈,https://m.place.naver.com/restaurant/37408454
37375,기원,한식,한식/백반/한정식,한식 음식점업,명동,37.56685775,126.9884577,기원 한식 한식 백반 한정식 한식 음식점업,명동%20기원,https://m.place.naver.com/restaurant/1398124243
37476,아이러브펍,유흥주점,호프/맥주,기타 주점업,명동,37.56821344,126.9816022,아이러브펍 유흥주점 호프 맥주 기타 주점업,명동%20아이러브펍,https://m.place.naver.com/restaurant/18002101
37691,도록,한식,한식/백반/한정식,한식 음식점업,명동,37.5664255,126.9895389,도록 한식 한식 백반 한정식 한식 음식점업,명동%20도록,https://m.place.naver.com/restaurant/1021535883
37824,이화수전통육개장,한식,한식/백반/한정식,한식 음식점업,명동,37.567064,126.9893945,이화수전통육개장 한식 한식 백반 한정식 한식 음식점업,명동%20이화수전통육개장,https://m.place.naver.com/restaurant/37171403
37844,1988coffee종로점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56683973,126.988458,1988coffee종로점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%201988coffee종로점,https://m.place.naver.com/restaurant/1068678117
