,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,star_point,blog_review_qty,blog_review_text
75164,스너그,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,명동,37.56708337,126.9885,스너그 유흥주점 빠 카페 스탠드빠 일반유흥 주점업,명동%20스너그,https://m.place.naver.com/restaurant/1208890227,null,null,null
75445,광화문석갈비,한식,갈비/삼겹살,한식 음식점업,명동,37.56840963,126.9782375,광화문석갈비 한식 갈비 삼겹살 한식 음식점업,명동%20광화문석갈비,https://m.place.naver.com/restaurant/1278021220,null,null,null
75612,두끼떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,명동,37.56231232,126.9858706,두끼떡볶이 분식 떡볶이전문 분식 및 김밥 전문점,명동%20두끼떡볶이,https://m.place.naver.com/restaurant/1020811341,null,null,null
75655,언톨드스위츠,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56322733,126.9822587,언톨드스위츠 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20언톨드스위츠,https://m.place.naver.com/restaurant/1486908254,null,null,null
75884,두부,한식,한식/백반/한정식,한식 음식점업,명동,37.56103904,126.9844956,두부 한식 한식 백반 한정식 한식 음식점업,명동%20두부,https://m.place.naver.com/restaurant/20888940,null,null,null
75944,뜸부기,한식,한식/백반/한정식,한식 음식점업,명동,37.56694339,126.9889886,뜸부기 한식 한식 백반 한정식 한식 음식점업,명동%20뜸부기,https://m.place.naver.com/restaurant/37830327,null,null,null
76122,투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56139358,126.9869583,투썸플레이스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20투썸플레이스,https://m.place.naver.com/restaurant/36948845,null,null,null
76203,금강산,한식,한식/백반/한정식,한식 음식점업,명동,37.56722089,126.9783104,금강산 한식 한식 백반 한정식 한식 음식점업,명동%20금강산,https://m.place.naver.com/restaurant/11486768,null,null,null
76261,두끼,한식,한식/백반/한정식,한식 음식점업,명동,37.56340378,126.9828675,두끼 한식 한식 백반 한정식 한식 음식점업,명동%20두끼,https://m.place.naver.com/restaurant/1020811341,null,null,null
76309,포동이네집,한식,한식/백반/한정식,한식 음식점업,명동,37.55845384,126.9845873,포동이네집 한식 한식 백반 한정식 한식 음식점업,명동%20포동이네집,https://m.place.naver.com/restaurant/20834742,null,null,null
76334,보스,유흥주점,룸살롱/단란주점,일반유흥 주점업,명동,37.56188796,126.9899738,보스 유흥주점 룸살롱 단란주점 일반유흥 주점업,명동%20보스,https://m.place.naver.com/restaurant/1006162445,null,null,null
76589,바니,양식,정통양식/경양식,서양식 음식점업,명동,37.56781381,126.9812341,바니 양식 정통양식 경양식 서양식 음식점업,명동%20바니,https://m.place.naver.com/restaurant/18001446,null,null,null
76608,CGV,패스트푸드,패스트푸드,그외 기타 음식점업,명동,37.56340378,126.9828675,CGV 패스트푸드 패스트푸드 그외 기타 음식점업,명동%20CGV,https://m.place.naver.com/restaurant/12125217,null,null,null
76679,비스트로74,양식,정통양식/경양식,서양식 음식점업,명동,37.56366249,126.9867578,비스트로74 양식 정통양식 경양식 서양식 음식점업,명동%20비스트로74,https://m.place.naver.com/restaurant/35781578,null,null,null
76845,명동빈대떡,한식,파전전문,한식 음식점업,명동,37.55930163,126.9857303,명동빈대떡 한식 파전전문 한식 음식점업,명동%20명동빈대떡,https://m.place.naver.com/restaurant/189422017,null,null,null
76860,고향칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,명동,37.5670888,126.9891338,고향칼국수 분식 국수 만두 칼국수 분식 및 김밥 전문점,명동%20고향칼국수,https://m.place.naver.com/restaurant/1271927601,null,null,null
77181,사랑채,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56715194,126.9870388,사랑채 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20사랑채,https://m.place.naver.com/restaurant/1267409685,null,null,null
77194,커피팟,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56769698,126.9907103,커피팟 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20커피팟,https://m.place.naver.com/restaurant/20892592,null,null,null
77522,한우삼겹,한식,갈비/삼겹살,한식 음식점업,명동,37.56220675,126.9840723,한우삼겹 한식 갈비 삼겹살 한식 음식점업,명동%20한우삼겹,https://m.place.naver.com/restaurant/975294583,null,null,null
77984,삼호정,한식,한식/백반/한정식,한식 음식점업,명동,37.5596947,126.9842875,삼호정 한식 한식 백반 한정식 한식 음식점업,명동%20삼호정,https://m.place.naver.com/restaurant/11726707,null,null,null
78442,강남교자센터원점,한식,한식/백반/한정식,한식 음식점업,명동,37.56738787,126.9851339,강남교자센터원점 한식 한식 백반 한정식 한식 음식점업,명동%20강남교자센터원점,https://m.place.naver.com/restaurant/33963834,null,null,null
78875,남도한식,한식,한식/백반/한정식,한식 음식점업,명동,37.56587666,126.9864788,남도한식 한식 한식 백반 한정식 한식 음식점업,명동%20남도한식,https://m.place.naver.com/restaurant/37069135,null,null,null
78900,커피밀,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56663339,126.9885626,커피밀 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20커피밀,https://m.place.naver.com/restaurant/37471212,null,null,null
78951,유가네닭갈비,닭/오리요리,닭갈비전문,한식 음식점업,명동,37.5632739,126.9834805,유가네닭갈비 닭 오리요리 닭갈비전문 한식 음식점업,명동%20유가네닭갈비,https://m.place.naver.com/restaurant/33706202,null,null,null
78952,참치공방,일식/수산물,참치전문점,일식 음식점업,명동,37.56717125,126.9829974,참치공방 일식 수산물 참치전문점 일식 음식점업,명동%20참치공방,https://m.place.naver.com/restaurant/502703190,null,null,null
78967,마마스찬,한식,한식/백반/한정식,한식 음식점업,명동,37.56599699,126.9868507,마마스찬 한식 한식 백반 한정식 한식 음식점업,명동%20마마스찬,https://m.place.naver.com/restaurant/1844148852,null,null,null
79019,빌리엔젤,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5644626,126.9844491,빌리엔젤 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20빌리엔젤,https://m.place.naver.com/restaurant/1208325435,null,null,null
79121,동심,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55921928,126.9855842,동심 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20동심,https://m.place.naver.com/restaurant/1833453021,null,null,null
79205,매머드커피장교빌딩점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56715194,126.9870388,매머드커피장교빌딩점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20매머드커피장교빌딩점,https://m.place.naver.com/restaurant/1962216707,null,null,null
79280,빽다방명동중앙우체,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56242189,126.9818508,빽다방명동중앙우체 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20빽다방명동중앙우체,https://m.place.naver.com/restaurant/38232320,null,null,null
79401,bird,한식,한식/백반/한정식,한식 음식점업,명동,37.55911035,126.9844426,bird 한식 한식 백반 한정식 한식 음식점업,명동%20bird,https://m.place.naver.com/restaurant/1694673138,null,null,null
80116,오븐에빠진닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,명동,37.56471871,126.9838457,오븐에빠진닭 닭 오리요리 후라이드 양념치킨 치킨 전문점,명동%20오븐에빠진닭,https://m.place.naver.com/restaurant/19459625,null,null,null
80317,다동골뱅이치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,명동,37.56685108,126.9813944,다동골뱅이치킨 닭 오리요리 후라이드 양념치킨 치킨 전문점,명동%20다동골뱅이치킨,https://m.place.naver.com/restaurant/11663452,null,null,null
80419,쿠우쿠우,부페,종합부페,,명동,37.56413724,126.9853817,쿠우쿠우 부페 종합부페 ,명동%20쿠우쿠우,https://m.place.naver.com/restaurant/32315856,null,null,null
80468,커피빈,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56686688,126.9832279,커피빈 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20커피빈,https://m.place.naver.com/restaurant/37408454,null,null,null
80667,카페아이엠티,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56570325,126.9862208,카페아이엠티 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20카페아이엠티,https://m.place.naver.com/restaurant/1414844941,null,null,null
80931,루프트커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56209818,126.9892691,루프트커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20루프트커피,https://m.place.naver.com/restaurant/152660082,null,null,null
81013,더스팟패뷸러스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56213759,126.9823188,더스팟패뷸러스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20더스팟패뷸러스,https://m.place.naver.com/restaurant/181633326,null,null,null
81088,9테이블,한식,한식/백반/한정식,한식 음식점업,명동,37.56587666,126.9864788,9테이블 한식 한식 백반 한정식 한식 음식점업,명동%209테이블,https://m.place.naver.com/restaurant/1838134780,null,null,null
81089,한일관,한식,한식/백반/한정식,한식 음식점업,명동,37.56738787,126.9851339,한일관 한식 한식 백반 한정식 한식 음식점업,명동%20한일관,https://m.place.naver.com/restaurant/21037772,null,null,null
81096,방방짬뽕,중식,중국음식/중국집,중식 음식점업,명동,37.56647389,126.9794525,방방짬뽕 중식 중국음식 중국집 중식 음식점업,명동%20방방짬뽕,https://m.place.naver.com/restaurant/1750114893,null,null,null
81120,신세계떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,명동,37.56434124,126.9850054,신세계떡볶이 분식 떡볶이전문 분식 및 김밥 전문점,명동%20신세계떡볶이,https://m.place.naver.com/restaurant/1192169754,null,null,null
81172,하나골뱅이북어구이전문점,유흥주점,호프/맥주,기타 주점업,명동,37.56729325,126.9835617,하나골뱅이북어구이전문점 유흥주점 호프 맥주 기타 주점업,명동%20하나골뱅이북어구이전문점,https://m.place.naver.com/restaurant/31658524,null,null,null
81421,밥먹는술집광장,유흥주점,기타일반유흥주점,일반유흥 주점업,명동,37.56691162,126.9894871,밥먹는술집광장 유흥주점 기타일반유흥주점 일반유흥 주점업,명동%20밥먹는술집광장,https://m.place.naver.com/restaurant/1706662579,null,null,null
81435,넥스트스테이션,양식,기타전문서양음식점,서양식 음식점업,명동,37.56266282,126.9836699,넥스트스테이션 양식 기타전문서양음식점 서양식 음식점업,명동%20넥스트스테이션,https://m.place.naver.com/restaurant/731507924,null,null,null
81514,잘차려진바다,일식/수산물,낙지/오징어,한식 음식점업,명동,37.56680239,126.9820176,잘차려진바다 일식 수산물 낙지 오징어 한식 음식점업,명동%20잘차려진바다,https://m.place.naver.com/restaurant/1025442525,null,null,null
81549,참맛순대국,별식/퓨전요리,순대전문점,한식 음식점업,명동,37.5676216,126.9798444,참맛순대국 별식 퓨전요리 순대전문점 한식 음식점업,명동%20참맛순대국,https://m.place.naver.com/restaurant/37821968,null,null,null
82322,뚜레쥬르,제과제빵떡케익,제과점,제과점업,명동,37.56678246,126.9797087,뚜레쥬르 제과제빵떡케익 제과점 제과점업,명동%20뚜레쥬르,https://m.place.naver.com/restaurant/18034702,null,null,null
82428,명동숙희,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,명동,37.56355454,126.9857292,명동숙희 유흥주점 빠 카페 스탠드빠 일반유흥 주점업,명동%20명동숙희,https://m.place.naver.com/restaurant/1118332002,null,null,null
82775,사이드바이사이드,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5664255,126.9895389,사이드바이사이드 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20사이드바이사이드,https://m.place.naver.com/restaurant/1704022791,null,null,null
84246,누크,부페,종합부페,,명동,37.56229615,126.9818978,누크 부페 종합부페 ,명동%20누크,https://m.place.naver.com/restaurant/611631895,null,null,null
84547,콩뼈숯뼈감자탕,한식,한식/백반/한정식,한식 음식점업,명동,37.56463373,126.9833941,콩뼈숯뼈감자탕 한식 한식 백반 한정식 한식 음식점업,명동%20콩뼈숯뼈감자탕,https://m.place.naver.com/restaurant/1472110536,null,null,null
84957,기와집삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.56434124,126.9850054,기와집삼계탕 닭 오리요리 삼계탕전문 한식 음식점업,명동%20기와집삼계탕,https://m.place.naver.com/restaurant/1462752611,null,null,null
84982,국밥쟁이,한식,한식/백반/한정식,한식 음식점업,명동,37.56761415,126.9884022,국밥쟁이 한식 한식 백반 한정식 한식 음식점업,명동%20국밥쟁이,https://m.place.naver.com/restaurant/1839170473,null,null,null
85558,크림시크,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5643412,126.9839527,크림시크 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20크림시크,https://m.place.naver.com/restaurant/1256999271,null,null,null
86224,송추가마골더홈,한식,한식/백반/한정식,한식 음식점업,명동,37.56738787,126.9851339,송추가마골더홈 한식 한식 백반 한정식 한식 음식점업,명동%20송추가마골더홈,https://m.place.naver.com/restaurant/1258359006,null,null,null
86509,컴포즈커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56155955,126.9884501,컴포즈커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20컴포즈커피,https://m.place.naver.com/restaurant/1437890511,null,null,null
86913,카오짜이,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,명동,37.56715194,126.9870388,카오짜이 별식 퓨전요리 동남아음식전문점 기타 외국식 음식점업,명동%20카오짜이,https://m.place.naver.com/restaurant/1259366650,null,null,null
87033,영동호프식당,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56769698,126.9907103,영동호프식당 분식 라면김밥분식 분식 및 김밥 전문점,명동%20영동호프식당,https://m.place.naver.com/restaurant/1610863166,null,null,null
87117,양밍위황먼지미판,중식,중국음식/중국집,중식 음식점업,명동,37.56313024,126.9835391,양밍위황먼지미판 중식 중국음식 중국집 중식 음식점업,명동%20양밍위황먼지미판,https://m.place.naver.com/restaurant/1333329166,null,null,null
87232,에그홀릭,한식,한식/백반/한정식,한식 음식점업,명동,37.56614114,126.9868487,에그홀릭 한식 한식 백반 한정식 한식 음식점업,명동%20에그홀릭,https://m.place.naver.com/restaurant/1048411373,null,null,null
87578,몬스터홀덤,유흥주점,호프/맥주,기타 주점업,명동,37.56767415,126.9817567,몬스터홀덤 유흥주점 호프 맥주 기타 주점업,명동%20몬스터홀덤,https://m.place.naver.com/restaurant/1392796519,null,null,null
87753,이남장,한식,한식/백반/한정식,한식 음식점업,명동,37.56553964,126.9839591,이남장 한식 한식 백반 한정식 한식 음식점업,명동%20이남장,https://m.place.naver.com/restaurant/11679393,null,null,null
87831,"잠시,휴식",커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56648318,126.9836633,"잠시,휴식 커피점 카페 커피전문점 카페 다방 비알콜 음료점업","명동%20잠시,휴식",https://m.place.naver.com/restaurant/1352956588,null,null,null
88338,뱅커스클럽바이반얀트리,한식,한식/백반/한정식,한식 음식점업,명동,37.56501173,126.9854378,뱅커스클럽바이반얀트리 한식 한식 백반 한정식 한식 음식점업,명동%20뱅커스클럽바이반얀트리,https://m.place.naver.com/restaurant/1237536249,null,null,null
88758,커피온리,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5671398,126.9793529,커피온리 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20커피온리,https://m.place.naver.com/restaurant/1825524447,null,null,null
88977,THAI,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,명동,37.56340378,126.9828675,THAI 별식 퓨전요리 동남아음식전문점 기타 외국식 음식점업,명동%20THAI,https://m.place.naver.com/restaurant/20336576,null,null,null
89080,홀리데이인서울,양식,기타전문서양음식점,서양식 음식점업,명동,37.56155955,126.9884501,홀리데이인서울 양식 기타전문서양음식점 서양식 음식점업,명동%20홀리데이인서울,https://m.place.naver.com/restaurant/1599438297,null,null,null
89136,뜸부기황금족발,한식,족발/보쌈전문,한식 음식점업,명동,37.56682501,126.988843,뜸부기황금족발 한식 족발 보쌈전문 한식 음식점업,명동%20뜸부기황금족발,https://m.place.naver.com/restaurant/37830327,null,null,null
89229,매일더맥주,유흥주점,호프/맥주,기타 주점업,명동,37.56471871,126.9838457,매일더맥주 유흥주점 호프 맥주 기타 주점업,명동%20매일더맥주,https://m.place.naver.com/restaurant/37448239,null,null,null
89528,아트몬스터,유흥주점,호프/맥주,기타 주점업,명동,37.56051518,126.9853969,아트몬스터 유흥주점 호프 맥주 기타 주점업,명동%20아트몬스터,https://m.place.naver.com/restaurant/1042037969,null,null,null
90339,명동칼국수샤브샤브,별식/퓨전요리,샤브샤브전문,한식 음식점업,명동,37.56713039,126.9803492,명동칼국수샤브샤브 별식 퓨전요리 샤브샤브전문 한식 음식점업,명동%20명동칼국수샤브샤브,https://m.place.naver.com/restaurant/13403646,null,null,null
91120,싸다김밥,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56159633,126.9864349,싸다김밥 분식 라면김밥분식 분식 및 김밥 전문점,명동%20싸다김밥,https://m.place.naver.com/restaurant/1759221815,null,null,null
91463,국민맥주,유흥주점,호프/맥주,기타 주점업,명동,37.56783732,126.9808263,국민맥주 유흥주점 호프 맥주 기타 주점업,명동%20국민맥주,https://m.place.naver.com/restaurant/1784385667,null,null,null
92301,명동반점,중식,중국음식/중국집,중식 음식점업,명동,37.56199326,126.9885914,명동반점 중식 중국음식 중국집 중식 음식점업,명동%20명동반점,https://m.place.naver.com/restaurant/1908155562,null,null,null
93259,원당,한식,해장국/감자탕,한식 음식점업,명동,37.56440226,126.9847669,원당 한식 해장국 감자탕 한식 음식점업,명동%20원당,https://m.place.naver.com/restaurant/32241137,null,null,null
93632,다동막회,일식/수산물,횟집,한식 음식점업,명동,37.56754589,126.980468,다동막회 일식 수산물 횟집 한식 음식점업,명동%20다동막회,https://m.place.naver.com/restaurant/1261768646,null,null,null
94135,용대리황태해장국,한식,해장국/감자탕,한식 음식점업,명동,37.5664255,126.9895389,용대리황태해장국 한식 해장국 감자탕 한식 음식점업,명동%20용대리황태해장국,https://m.place.naver.com/restaurant/1716850687,null,null,null
94166,소마드로잉카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56451563,126.9832825,소마드로잉카페 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20소마드로잉카페,https://m.place.naver.com/restaurant/1664154056,null,null,null
94545,제주백,한식,한식/백반/한정식,한식 음식점업,명동,37.56765498,126.9805797,제주백 한식 한식 백반 한정식 한식 음식점업,명동%20제주백,https://m.place.naver.com/restaurant/1108886259,null,null,null
94955,영진마라탕,중식,중국음식/중국집,중식 음식점업,명동,37.56346085,126.9853117,영진마라탕 중식 중국음식 중국집 중식 음식점업,명동%20영진마라탕,https://m.place.naver.com/restaurant/1636151144,null,null,null
94969,스몰굿커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56693685,126.9819365,스몰굿커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스몰굿커피,https://m.place.naver.com/restaurant/1053442348,null,null,null
95010,아재커피세종대로점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56910998,126.9758734,아재커피세종대로점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20아재커피세종대로점,https://m.place.naver.com/restaurant/1104359465,null,null,null
95085,명동풍천민물장어,일식/수산물,민물장어전문,한식 음식점업,명동,37.55890319,126.9834041,명동풍천민물장어 일식 수산물 민물장어전문 한식 음식점업,명동%20명동풍천민물장어,https://m.place.naver.com/restaurant/1480011629,null,null,null
95811,오군,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56769837,126.9803867,오군 분식 라면김밥분식 분식 및 김밥 전문점,명동%20오군,https://m.place.naver.com/restaurant/20888940,null,null,null
96153,몰또이탈리안에스프레소바,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5644057,126.9862157,몰또이탈리안에스프레소바 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20몰또이탈리안에스프레소바,https://m.place.naver.com/restaurant/1430587054,null,null,null
96350,디저트쓰리,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56821344,126.9816022,디저트쓰리 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20디저트쓰리,https://m.place.naver.com/restaurant/1253828309,null,null,null
96784,코코버블티,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56462428,126.9843903,코코버블티 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20코코버블티,https://m.place.naver.com/restaurant/1850542321,null,null,null
97600,매머드익스프레스청계,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56821344,126.9816022,매머드익스프레스청계 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20매머드익스프레스청계,https://m.place.naver.com/restaurant/1307598214,null,null,null
97739,김삼보김치찌개,한식,한식/백반/한정식,한식 음식점업,명동,37.56106382,126.982141,김삼보김치찌개 한식 한식 백반 한정식 한식 음식점업,명동%20김삼보김치찌개,https://m.place.naver.com/restaurant/1554063007,null,null,null
97778,어펜드커피로스터스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56451661,126.9833957,어펜드커피로스터스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20어펜드커피로스터스,https://m.place.naver.com/restaurant/1401476830,null,null,null
98210,루체,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56584618,126.9787593,루체 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20루체,https://m.place.naver.com/restaurant/1261041106,null,null,null
98724,장독대,한식,한식/백반/한정식,한식 음식점업,명동,37.56508772,126.9869422,장독대 한식 한식 백반 한정식 한식 음식점업,명동%20장독대,https://m.place.naver.com/restaurant/1514847140,null,null,null
99229,푸라닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,명동,37.56471871,126.9838457,푸라닭 닭 오리요리 후라이드 양념치킨 치킨 전문점,명동%20푸라닭,https://m.place.naver.com/restaurant/1973976023,null,null,null
99639,광화문프렌즈,한식,한식/백반/한정식,한식 음식점업,명동,37.56900236,126.9759315,광화문프렌즈 한식 한식 백반 한정식 한식 음식점업,명동%20광화문프렌즈,https://m.place.naver.com/restaurant/1592955263,null,null,null
99883,쓰리펍,유흥주점,호프/맥주,기타 주점업,명동,37.55843021,126.9849838,쓰리펍 유흥주점 호프 맥주 기타 주점업,명동%20쓰리펍,https://m.place.naver.com/restaurant/1716296726,null,null,null
100724,리사르커피명동,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56177364,126.9881982,리사르커피명동 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20리사르커피명동,https://m.place.naver.com/restaurant/1529023045,null,null,null
100772,요꼬쪼,유흥주점,로바다야끼,일식 음식점업,명동,37.56451563,126.9832825,요꼬쪼 유흥주점 로바다야끼 일식 음식점업,명동%20요꼬쪼,https://m.place.naver.com/restaurant/1174608937,null,null,null
